battery_id,cycle_index,total_cycles,rul_cycles,capacity_ah,capacity_ratio,ambient_temperature,voltage_mean,voltage_min,voltage_max,current_mean,current_std,temperature_mean,temperature_max,duration_s,health_class
B0005,1,168,167,1.8564874208181572,1.0115172778353458,24.0,3.5298286688693397,2.612467347907089,4.191491807505295,-1.8187019641679727,0.5950584036965106,32.572328114029,38.98218133148803,3690.234,Healthy
B0005,2,168,166,1.846327249719927,1.0059814533011329,24.0,3.5373201277859714,2.587208728940726,4.189773213846608,-1.8175598506612867,0.5967037718608691,32.72523522519307,39.03339796678704,3672.344,Healthy
B0005,3,168,165,1.835349194223408,1.0,24.0,3.5437367282719,2.65191689384378,4.188186735991303,-1.8164865418840956,0.598033410427442,32.64286193755933,38.81879668981741,3651.641,Healthy
B0005,4,168,164,1.8352625275821128,0.9999527792086825,24.0,3.5436661072601456,2.592947964776547,4.188461118855572,-1.8255891938692528,0.5849720920767387,32.51487646204882,38.7623045063458,3631.563,Healthy
B0005,5,168,163,1.8346455082120416,0.999616592845884,24.0,3.5423432526672167,2.547419651124539,4.188298524761055,-1.8261139590277584,0.5849781734923365,32.38234901543077,38.66539257343368,3629.172,Healthy
B0005,6,168,162,1.8356616600675493,1.0001702487162252,24.0,3.5413347346347575,2.5209480504077413,4.188815807948604,-1.8168108743168805,0.5982374845560281,32.43418218230641,38.75169504640032,3652.281,Healthy
B0005,7,168,161,1.8351461429226603,0.999889366393389,24.0,3.5410250495075215,2.487927319492314,4.18839163793879,-1.816791144707133,0.598027293280686,32.480416444757985,38.8207012322275,3650.828,Healthy
B0005,8,168,160,1.8257567905665535,0.9947735266471113,24.0,3.554133296801584,2.665204904745877,4.188927891511958,-1.8443412120754061,0.5588480400785013,32.41046186109587,38.51713023385634,3572.453,Healthy
B0005,9,168,159,1.8247738529891333,0.9942379677570026,24.0,3.5529355991467955,2.603858472633368,4.189029250882121,-1.853972745505648,0.5439173113548029,32.3461408313,38.526267904657,3550.594,Healthy
B0005,10,168,158,1.824613268496936,0.9941504724222169,24.0,3.5512057319376997,2.552853984885676,4.189223427076418,-1.853589933851096,0.5437675433297863,32.27679750791685,38.52698128472781,3551.25,Healthy
B0005,11,168,157,1.8246195526864504,0.9941538963970845,24.0,3.549292319740949,2.472448301852732,4.188916055911241,-1.863380178294828,0.5281400480827111,32.15709350345252,38.54143406601644,3530.25,Healthy
B0005,12,168,156,1.814201935767392,0.988477801105874,24.0,3.559759220648976,2.64956413267546,4.189876247266316,-1.8729688102878943,0.5130716590837109,32.36407129853099,38.52197451768004,3491.016,Healthy
B0005,13,168,155,1.8137521577549052,0.9882327371072069,24.0,3.558081969139198,2.5724981777366227,4.189286794768804,-1.8826095043160835,0.4956165132448094,32.3181954403762,38.582485834057856,3470.281,Healthy
B0005,14,168,154,1.8134404914735824,0.9880629240371364,24.0,3.555692244172496,2.5249886697730286,4.188837765892728,-1.8825367876363654,0.4956211462224087,32.15709029211502,38.52029413487392,3470.0,Healthy
B0005,15,168,153,1.8025980036306504,0.9821553355100823,24.0,3.562746818017503,2.694621861688723,4.189110301768517,-1.8817935155260215,0.49675893020691225,32.044070003146096,38.21358592965045,3450.297,Healthy
B0005,16,168,152,1.80210690024615,0.9818877551575008,24.0,3.5614521756489204,2.64010141737067,4.18921207304098,-1.8921861285036712,0.4783175942794847,31.931593674911532,38.1983618706913,3429.407,Healthy
B0005,17,168,151,1.802579500826209,0.9821452541563543,24.0,3.5603420474985823,2.573903509838096,4.188899969428112,-1.9027629207037406,0.4583670956269601,31.941655359029298,38.31926916027133,3409.484,Healthy
B0005,18,168,150,1.8030683142834096,0.9824115868295802,24.0,3.5591189041401865,2.4942396831720126,4.188779799856791,-1.9133470605822436,0.4370967010164596,31.965008645476725,38.4787542519308,3390.422,Healthy
B0005,19,168,149,1.802777624719604,0.9822532030382447,24.0,3.557886771846508,2.4556793246645583,4.189272591516219,-1.9131602105481538,0.43739375219380805,31.966241678512723,38.54659017774874,3390.281,Healthy
B0005,20,168,148,1.8470259949329195,1.0063621684343576,24.0,3.5520375235511907,2.632142800798914,4.187614060563439,-1.8553455745575975,0.5414698544768106,32.37143341978575,38.44749852224995,3591.734,Healthy
B0005,21,168,147,1.847417311283644,1.0065753792783518,24.0,3.5525668436897124,2.5027764692056795,4.187628781108399,-1.8746995273150975,0.5092300236214019,32.70024990461686,38.992275791716615,3552.297,Healthy
B0005,22,168,146,1.8361774213478947,1.0004512640575938,24.0,3.5567940383270398,2.617507742871704,4.187447226312926,-1.8738272127883846,0.5103730187309344,32.32266411829938,38.51424197364312,3531.578,Healthy
B0005,23,168,145,1.825780747577624,0.9947865797550135,24.0,3.5614100044534203,2.694074478000972,4.187344026387161,-1.883193546754683,0.49437303605838623,31.98795810666763,38.165816144899125,3492.907,Healthy
B0005,24,168,144,1.8251136435078368,0.9944231044709168,24.0,3.5566107947817986,2.6237674644021887,4.187438187636325,-1.873239184822504,0.5118130466075484,31.894456524691385,38.16526203587147,3511.594,Healthy
B0005,25,168,143,1.825581504220376,0.9946780209271485,24.0,3.5586742170266272,2.5010798299873738,4.18774138117799,-1.9139593751505897,0.4348648966308472,31.78039681801023,38.27549578575718,3431.9370000000054,Healthy
B0005,26,168,142,1.814031127508391,0.9883847352960877,24.0,3.564103182686904,2.68499881852498,4.188261122540052,-1.9030532722310995,0.45733623839603826,31.688747146342205,37.98216079918311,3431.125,Healthy
B0005,27,168,141,1.8147691941158937,0.9887868749051745,24.0,3.559588063594272,2.547109116468133,4.187338767288234,-1.9134590742247914,0.43606619958029547,31.596747992569153,38.11100191887773,3412.406,Healthy
B0005,28,168,140,1.813969388710352,0.988351096575874,24.0,3.556833231052199,2.471314764334132,4.187560306288175,-1.9136209099025532,0.4361071320744154,31.565586498787077,38.18831137948753,3410.688,Healthy
B0005,29,168,139,1.802765665167823,0.9822466868113499,24.0,3.5624410850948944,2.6613903306108773,4.18805176248713,-1.9025819745719061,0.45861118124673544,31.59124667045208,37.99854111908584,3410.718,Healthy
B0005,30,168,138,1.804077040117352,0.9829611965916447,24.0,3.5591407106855666,2.541762355407921,4.187667484260542,-1.9130621638638965,0.4374122485698811,31.603485399391182,38.194201649765226,3392.719,Healthy
B0005,31,168,137,1.8518025516704488,1.0089647013760794,24.0,3.5573161327793144,2.628919415830567,4.2010701773378685,-1.920618117118412,0.4210961516440683,31.91556385491565,38.45796400011448,3470.672,Healthy
B0005,32,168,136,1.8307038456739428,0.997468956553834,24.0,3.561870782772737,2.6312552691827045,4.1996223345495824,-1.9298830859597569,0.39984237764545444,32.081128118597164,38.49126351534004,3414.109,Healthy
B0005,33,168,135,1.8199041089501269,0.9915846612067649,24.0,3.5617586337260088,2.654880745360911,4.199853323702163,-1.9293005284805407,0.40083773658767985,31.849792632896243,38.31473393357882,3395.219,Healthy
B0005,34,168,134,1.809307963702852,0.9858112937840285,24.0,3.5597307651083123,2.6749688422803803,4.199103467081427,-1.923330987770314,0.4140883105105742,31.465690433362017,37.861934640176806,3386.0,Healthy
B0005,35,168,133,1.80460990458052,0.9832515306952829,24.0,3.5575937553540915,2.6159705726789904,4.199998536865001,-1.9284469980320087,0.40250038264104065,31.409348956650316,37.90665575786083,3368.187,Healthy
B0005,36,168,132,1.7993770651972192,0.9804003896700378,24.0,3.5597237883937995,2.658447162110498,4.19967522099872,-1.9231439161693824,0.41507740963490697,31.902247475518077,38.34003238560517,3368.266,Healthy
